Cod_Venta,Numero_Documento,Tipo_Documento,Correlativo,Codigo_Unidad,Codigo_Empresa,Codigo_Tipo_Documento,Codigo_Unidad_Venta,CodigoVendedor,Codigo_Cliente,Codigo_Tipo_Facturacion,Codigo_Almacen,Codigo_Ubigeo,Codigo_Condicion_Pago,Codigo_Tienda,Numero_Signo,Fecha_Documento,Venta_MonNacional,Venta_MonExtranjera
14559,0904-0000111588,BOL,1,1,1,AJP,1,4116,20047,VSE,2102,369,1100,2105,1,00:00.0,169.966,52.2972
14560,0904-0000111589,BOL,1,1,1,AJP,1,4114,20026,VSE,2102,369,1100,2105,1,00:00.0,108.766,33.4665
14561,0904-0000111590,BOL,1,1,1,AJP,1,4112,20010,VSE,2102,369,1100,2105,1,00:00.0,102,31.3846
14562,0904-0000111598,BOL,1,1,1,AJP,1,4117,20060,VSE,2102,369,1100,2105,1,00:00.0,17,5.2308
14563,0904-0000111599,BOL,1,1,1,AJP,1,4104,20071,VSE,2102,369,1100,2105,1,00:00.0,917.966,282.4511
14564,0904-0000111600,BOL,1,1,1,AJP,1,4115,20031,VSE,2102,369,1100,2105,1,00:00.0,1407.498,433.0763
14565,0904-0000111601,BOL,1,1,1,AJP,1,4113,20015,VSE,2102,369,1100,2105,1,00:00.0,50.7,15.6
14566,0904-0000111602,BOL,1,1,1,AJP,1,4107,20029,VSE,2102,369,1100,2105,1,00:00.0,1258,387.0769
14567,0904-0000111603,BOL,1,1,1,AJP,1,4110,20033,VSE,2102,369,1100,2105,1,00:00.0,1020,313.8462
14568,0904-0000111604,BOL,1,1,1,AJP,1,4105,20016,VSE,2102,369,1100,2105,1,00:00.0,637.5,196.1538
14569,0904-0000111605,BOL,1,1,1,AJP,1,4102,20025,VSE,2102,369,1100,2105,1,00:00.0,105.3,32.4
14570,0904-0000111608,BOL,1,1,1,AJP,1,4109,20017,VSE,2102,369,1100,2105,1,00:00.0,801.856,246.7249
14571,0904-0000111609,BOL,1,1,1,AJP,1,4118,20009,VSE,2102,369,1100,2105,1,00:00.0,55.1,16.9538
14572,0904-0000111610,BOL,1,1,1,AJP,1,4116,20068,VSE,2102,369,1100,2105,1,00:00.0,79.99,24.6123
14573,0904-0000211501,BOL,1,1,1,AJP,1,4110,11072,VSE,2102,369,1101,2105,1,00:00.0,1087.966,334.7588
14574,0905-0000003257,BOL,1,1,1,AJP,1,4144,11015,VSE,1101,1390,1101,1100,1,00:00.0,285.6,85.509
14575,0905-0000003258,BOL,1,1,1,AJP,1,4159,11107,VSE,1101,1390,1101,1100,1,00:00.0,197.166,59.0317
14576,0905-0000003259,BOL,1,1,1,AJP,1,4152,11012,VSE,1101,1390,1101,1100,1,00:00.0,1019.966,305.379
14577,0905-0000003260,BOL,1,1,1,AJP,1,4143,11112,VSE,1101,1390,1101,1100,1,00:00.0,1191.7,356.7964
14578,0905-0000003261,BOL,1,1,1,AJP,1,4142,11087,VSE,1101,1390,1101,1100,1,00:00.0,171.2,51.2575
14579,0905-0000003262,BOL,1,1,1,AJP,1,4151,11029,VSE,1101,1390,1101,1100,1,00:00.0,112.4,33.6527
14580,0905-0000003263,BOL,1,1,1,AJP,1,4155,11026,VSE,1101,1390,1101,1100,1,00:00.0,65.2,19.521
14581,0905-0000003264,BOL,1,1,1,AJP,1,4156,11095,VSE,1101,1390,1101,1100,1,00:00.0,76.5,22.9042
14582,0905-0000003265,BOL,1,1,1,AJP,1,4150,11054,VSE,1101,1390,1101,1100,1,00:00.0,663,198.503
14583,0905-0000003266,BOL,1,1,1,AJP,1,4147,11017,VSE,1101,1390,1101,1100,1,00:00.0,234.6,70.2395
14584,0905-0000003267,BOL,1,1,1,AJP,1,4154,11061,VSE,1101,1390,1101,1100,1,00:00.0,917.966,274.8401
14585,0905-0000003268,BOL,1,1,1,AJP,1,4153,11104,VSE,1101,1390,1101,1100,1,00:00.0,39.99,11.9731
14586,0905-0000003269,BOL,1,1,1,AJP,1,4146,11006,VSE,1101,1390,1101,1100,1,00:00.0,52.7,15.7784
14587,0905-0000003270,BOL,1,1,1,AJP,1,4148,11025,VSE,1101,1390,1101,1100,1,00:00.0,1087.966,325.7383
14588,0905-0000003271,BOL,1,1,1,AJP,1,4149,11038,VSE,1101,1390,1101,1100,1,00:00.0,5779.966,1730.5287
14589,0905-0000003272,BOL,1,1,1,AJP,1,4158,11044,VSE,1101,1390,1101,1100,1,00:00.0,2556.766,765.4988
14590,0905-0000003273,BOL,1,1,1,AJP,1,4157,11042,VSE,1101,1390,1101,1100,1,00:00.0,1397.4,418.3832
14591,0905-0000003274,BOL,1,1,1,AJP,1,4160,11011,VSE,1101,1390,1101,1100,1,00:00.0,39.6,11.8563
14592,0905-0000003275,BOL,1,1,1,AJP,1,4144,11035,VSE,1101,1390,1101,1100,1,00:00.0,78.5,23.503
14593,0905-0000003276,BOL,1,1,1,AJP,1,4159,11113,VSE,1101,1390,1101,1100,1,00:00.0,22.5,6.7365
14594,0905-0000003277,BOL,1,1,1,AJP,1,4152,11028,VSE,1101,1390,1101,1100,1,00:00.0,74.15,22.2006
14595,0905-0000003278,BOL,1,1,1,AJP,1,4143,11052,VSE,1101,1390,1101,1100,1,00:00.0,45.21,13.5359
14596,0905-0000003279,BOL,1,1,1,AJP,1,4142,11033,VSE,1101,1390,1101,1100,1,00:00.0,30.43,9.1108
14597,0905-0000003280,BOL,1,1,1,AJP,1,4151,11007,VSE,1101,1390,1101,1100,1,00:00.0,125.766,37.6545
14598,0905-0000003281,BOL,1,1,1,AJP,1,4155,11024,VSE,1101,1390,1101,1100,1,00:00.0,223.04,66.7784
14599,0905-0000003282,BOL,1,1,1,AJP,1,4156,11031,VSE,1101,1390,1101,1100,1,00:00.0,236.3,70.7485
14600,0905-0000003283,BOL,1,1,1,AJP,1,4150,11073,VSE,1101,1390,1101,1100,1,00:00.0,203.966,61.0677
14601,0905-0000003284,BOL,1,1,1,AJP,1,4147,11039,VSE,1101,1390,1101,1100,1,00:00.0,164.73,49.3204
14602,0905-0000003285,BOL,1,1,1,AJP,1,4154,11083,VSE,1101,1390,1101,1100,1,00:00.0,191.42,57.3114
14603,0905-0000003286,BOL,1,1,1,AJP,1,4153,11106,VSE,1101,1390,1101,1100,1,00:00.0,169.966,50.888
14604,0905-0000003287,BOL,1,1,1,AJP,1,4146,11109,VSE,1101,1390,1101,1100,1,00:00.0,74.766,22.385
14605,0905-0000003288,BOL,1,1,1,AJP,1,4148,11041,VSE,1101,1390,1101,1100,1,00:00.0,135.966,40.7084
14606,0905-0000003289,BOL,1,1,1,AJP,1,4149,11101,VSE,1101,1390,1101,1100,1,00:00.0,93.33,27.9431
14607,0905-0000003290,BOL,1,1,1,AJP,1,4158,11055,VSE,1101,1390,1101,1100,1,00:00.0,108.766,32.5647
14608,0905-0000003291,BOL,1,1,1,AJP,1,4157,11004,VSE,1101,1390,1101,1100,1,00:00.0,169.966,50.888
14609,0905-0000003292,BOL,1,1,1,AJP,1,4160,11053,VSE,1101,1390,1101,1100,1,00:00.0,108.766,32.5647
14610,0905-0000003293,BOL,1,1,1,AJP,1,4144,11059,VSE,1101,1390,1101,1100,1,00:00.0,204,61.0778
14611,0905-0000003294,BOL,1,1,1,AJP,1,4159,11110,VSE,1101,1390,1101,1100,1,00:00.0,108.766,32.5647
14612,0905-0000003295,BOL,1,1,1,AJP,1,4152,11100,VSE,1101,1390,1101,1100,1,00:00.0,101.966,30.5287
14613,0905-0000003296,BOL,1,1,1,AJP,1,4143,11020,VSE,1101,1390,1101,1100,1,00:00.0,108.766,32.5647
14614,0905-0000003297,BOL,1,1,1,AJP,1,4142,11013,VSE,1101,1390,1101,1100,1,00:00.0,102,30.5389
14615,0905-0000003298,BOL,1,1,1,AJP,1,4151,11016,VSE,1101,1390,1101,1100,1,00:00.0,108.766,32.5647
14616,0905-0000003299,BOL,1,1,1,AJP,1,4155,11103,VSE,1101,1390,1101,1100,1,00:00.0,160.99,48.2006
14617,0905-0000003300,BOL,1,1,1,AJP,1,4156,11050,VSE,1101,1390,1101,1100,1,00:00.0,156.366,46.8162
14618,0905-0000003301,BOL,1,1,1,AJP,1,4150,11078,VSE,1101,1390,1101,1100,1,00:00.0,25.5,7.6347
14619,0905-0000003302,BOL,1,1,1,AJP,1,4147,11111,VSE,1101,1390,1101,1100,1,00:00.0,23.63,7.0749
14620,0905-0000003303,BOL,1,1,1,AJP,1,4154,NULL,VSE,1101,1390,1101,1100,1,00:00.0,237.592,71.1353
14621,0905-0000003304,BOL,1,1,1,AJP,1,4153,11056,VSE,1101,1390,1101,1100,1,00:00.0,237.966,71.2473
14622,0905-0000003305,BOL,1,1,1,AJP,1,4146,11048,VSE,1101,1390,1101,1100,1,00:00.0,176.8,52.9341
14623,0905-0000003306,BOL,1,1,1,AJP,1,4148,11067,VSE,1101,1390,1101,1100,1,00:00.0,365.5,109.4311
14624,0905-0000003307,BOL,1,1,1,AJP,1,4149,11086,VSE,1101,1390,1101,1100,1,00:00.0,339.558,101.6641
14625,0905-0000003308,BOL,1,1,1,AJP,1,4158,11068,VSE,1101,1390,1101,1100,1,00:00.0,1220.6,365.4491
14626,0905-0000003309,BOL,1,1,1,AJP,1,4157,11037,VSE,1101,1390,1101,1100,1,00:00.0,1446.7,433.1437
14627,0905-0000003310,BOL,1,1,1,AJP,1,4160,11019,VSE,1101,1390,1101,1100,1,00:00.0,958.8,287.0659
14628,0905-0000003311,BOL,1,1,1,AJP,1,4144,11092,VSE,1101,1390,1101,1100,1,00:00.0,459,137.4251
14629,0905-0000003312,BOL,1,1,1,AJP,1,4159,11096,VSE,1101,1390,1101,1100,1,00:00.0,3399.966,1017.9539
14630,0905-0000003313,BOL,1,1,1,AJP,1,4152,11094,VSE,1101,1390,1101,1100,1,00:00.0,642.26,192.2934
14631,0905-0000003314,BOL,1,1,1,AJP,1,4143,11099,VSE,1101,1390,1101,1100,1,00:00.0,2582.3,773.1437
14632,0905-0000003315,BOL,1,1,1,AJP,1,4142,11005,VSE,1101,1390,1101,1100,1,00:00.0,135.966,40.7084
14633,0905-0000003316,BOL,1,1,1,AJP,1,4151,11010,VSE,1101,1390,1101,1100,1,00:00.0,152.592,45.6862
14634,0905-0000003317,BOL,1,1,1,AJP,1,4155,11063,VSE,1101,1390,1101,1100,1,00:00.0,1445,432.6347
14635,0905-0000003318,BOL,1,1,1,AJP,1,4156,11085,VSE,1101,1390,1101,1100,1,00:00.0,275.23,82.4042
14636,0905-0000003319,BOL,1,1,1,AJP,1,4150,11069,VSE,1101,1390,1101,1100,1,00:00.0,229.5,68.7126
14637,0905-0000003320,BOL,1,1,1,AJP,1,4147,11023,VSE,1101,1390,1101,1100,1,00:00.0,137.8,41.2575
14638,0905-0000003321,BOL,1,1,1,AJP,1,4154,11064,VSE,1101,1390,1101,1100,1,00:00.0,96.42,28.8683
14639,0905-0000003322,BOL,1,1,1,AJP,1,4153,11105,VSE,1101,1390,1101,1100,1,00:00.0,19.99,5.985
14640,0905-0000003323,BOL,1,1,1,AJP,1,4146,11108,VSE,1101,1390,1101,1100,1,00:00.0,69.99,20.9551
14641,0905-0000003324,BOL,1,1,1,AJP,1,4148,11084,VSE,1101,1390,1101,1100,1,00:00.0,79.99,23.9491
14642,0905-0000003325,BOL,1,1,1,AJP,1,4149,11040,VSE,1101,1390,1101,1100,1,00:00.0,200,59.8802
14643,0905-0000003326,BOL,1,1,1,AJP,1,4158,11082,VSE,1101,1390,1101,1100,1,00:00.0,39.65,11.8713
14644,0905-0000003327,BOL,1,1,1,AJP,1,4157,11045,VSE,1101,1390,1101,1100,1,00:00.0,26.6,7.9641
14645,0905-0000003328,BOL,1,1,1,AJP,1,4160,11032,VSE,1101,1390,1101,1100,1,00:00.0,1119.98,335.3234
14646,0905-0000003329,BOL,1,1,1,AJP,1,4144,11030,VSE,1101,1390,1101,1100,1,00:00.0,59.66,17.8623
14647,0905-0000003330,BOL,1,1,1,AJP,1,4159,11057,VSE,1101,1390,1101,1100,1,00:00.0,99.4,29.7605
14648,0905-0000003331,BOL,1,1,1,AJP,1,4152,11015,VSE,1101,1390,1101,1100,1,00:00.0,39.2,11.7365
14649,0905-0000003332,BOL,1,1,1,AJP,1,4143,11107,VSE,1101,1390,1101,1100,1,00:00.0,142.8,42.7545
14650,0905-0000003333,BOL,1,1,1,AJP,1,4142,11012,VSE,1101,1390,1101,1100,1,00:00.0,408,122.1557
14651,0905-0000003334,BOL,1,1,1,AJP,1,4151,11112,VSE,1101,1390,1101,1100,1,00:00.0,142.8,42.7545
14652,0905-0000003335,BOL,1,1,1,AJP,1,4155,11087,VSE,1101,1390,1101,1100,1,00:00.0,87.38,26.1617
14653,0905-0000003336,BOL,1,1,1,AJP,1,4156,11029,VSE,1101,1390,1101,1100,1,00:00.0,82.586,24.7263
14654,0905-0000003337,BOL,1,1,1,AJP,1,4150,11026,VSE,1101,1390,1101,1100,1,00:00.0,101.966,30.5287
14655,0905-0000003338,BOL,1,1,1,AJP,1,4147,11095,VSE,1101,1390,1101,1100,1,00:00.0,144.5,43.2635
14656,0905-0000003339,BOL,1,1,1,AJP,1,4154,11054,VSE,1101,1390,1101,1100,1,00:00.0,117.3,35.1198
14657,0905-0000003340,BOL,1,1,1,AJP,1,4153,11017,VSE,1101,1390,1101,1100,1,00:00.0,101.966,30.5287
14658,0905-0000003341,BOL,1,1,1,AJP,1,4146,11061,VSE,1101,1390,1101,1100,1,00:00.0,144.5,43.2635
14659,0905-0000003342,BOL,1,1,1,AJP,1,4148,11104,VSE,1101,1390,1101,1100,1,00:00.0,144.5,43.2635
14660,0905-0000003343,BOL,1,1,1,AJP,1,4149,11006,VSE,1101,1390,1101,1100,1,00:00.0,76.568,22.9246
14661,0905-0000003344,BOL,1,1,1,AJP,1,4158,11025,VSE,1101,1390,1101,1100,1,00:00.0,168.3,50.3892
14662,0905-0000003345,BOL,1,1,1,AJP,1,4157,11038,VSE,1101,1390,1101,1100,1,00:00.0,204,61.0778
14663,0905-0000003346,BOL,1,1,1,AJP,1,4160,11044,VSE,1101,1390,1101,1100,1,00:00.0,98.566,29.5108
14664,0905-0000003347,BOL,1,1,1,AJP,1,4144,11042,VSE,1101,1390,1101,1100,1,00:00.0,139.4,41.7365
14665,0905-0000003348,BOL,1,1,1,AJP,1,4159,11011,VSE,1101,1390,1101,1100,1,00:00.0,113.9,34.1018
14666,0905-0000003349,BOL,1,1,1,AJP,1,4152,11035,VSE,1101,1390,1101,1100,1,00:00.0,110.5,33.0838
14667,0905-0000003350,BOL,1,1,1,AJP,1,4143,11113,VSE,1101,1390,1101,1100,1,00:00.0,76.5,22.9042
14668,0905-0000003351,BOL,1,1,1,AJP,1,4142,11028,VSE,1101,1390,1101,1100,1,00:00.0,144.5,43.2635
14669,0905-0000003352,BOL,1,1,1,AJP,1,4151,11052,VSE,1101,1390,1101,1100,1,00:00.0,880.6,263.6527
14670,0905-0000003353,BOL,1,1,1,AJP,1,4155,11033,VSE,1101,1390,1101,1100,1,00:00.0,68,20.3593
14671,0905-0000003354,BOL,1,1,1,AJP,1,4156,11007,VSE,1101,1390,1101,1100,1,00:00.0,84.966,25.4389
14672,0905-0000003355,BOL,1,1,1,AJP,1,4150,11024,VSE,1101,1390,1101,1100,1,00:00.0,44.166,13.2234
14673,0905-0000003356,BOL,1,1,1,AJP,1,4147,11031,VSE,1101,1390,1101,1100,1,00:00.0,59.5,17.8144
14674,0905-0000003357,BOL,1,1,1,AJP,1,4154,11073,VSE,1101,1390,1101,1100,1,00:00.0,37.4,11.1976
14675,0905-0000003358,BOL,1,1,1,AJP,1,4153,11039,VSE,1101,1390,1101,1100,1,00:00.0,256.666,76.8461
14676,0905-0000003359,BOL,1,1,1,AJP,1,4146,11083,VSE,1101,1390,1101,1100,1,00:00.0,424.966,127.2353
14677,0905-0000003360,BOL,1,1,1,AJP,1,4148,11106,VSE,1101,1390,1101,1100,1,00:00.0,476,142.515
14678,0905-0000003361,BOL,1,1,1,AJP,1,4149,11109,VSE,1101,1390,1101,1100,1,00:00.0,679.966,203.5826
14679,0905-0000003362,BOL,1,1,1,AJP,1,4158,11041,VSE,1101,1390,1101,1100,1,00:00.0,747.966,223.9419
14680,0905-0000003363,BOL,1,1,1,AJP,1,4157,11101,VSE,1101,1390,1101,1100,1,00:00.0,510,152.6946
14681,0905-0000003364,BOL,1,1,1,AJP,1,4160,11055,VSE,1101,1390,1101,1100,1,00:00.0,426.7,127.7545
14682,0905-0000003365,BOL,1,1,1,AJP,1,4144,11004,VSE,1101,1390,1101,1100,1,00:00.0,153,45.8084
14683,0905-0000003366,BOL,1,1,1,AJP,1,4159,11053,VSE,1101,1390,1101,1100,1,00:00.0,373.966,111.9659
14684,0905-0000003367,BOL,1,1,1,AJP,1,4152,11059,VSE,1101,1390,1101,1100,1,00:00.0,339.796,101.7353
14685,0905-0000003368,BOL,1,1,1,AJP,1,4143,11110,VSE,1101,1390,1101,1100,1,00:00.0,51.45,15.4042
14686,0905-0000003369,BOL,1,1,1,AJP,1,4142,11100,VSE,1101,1390,1101,1100,1,00:00.0,75.6,22.6347
14687,0905-0000003370,BOL,1,1,1,AJP,1,4151,11020,VSE,1101,1390,1101,1100,1,00:00.0,88.4,26.4671
14688,0905-0000003371,BOL,1,1,1,AJP,1,4155,11013,VSE,1101,1390,1101,1100,1,00:00.0,96.3,28.8323
14689,0905-0000003372,BOL,1,1,1,AJP,1,4156,11016,VSE,1101,1390,1101,1100,1,00:00.0,125.9,37.6946
14690,0905-0000003373,BOL,1,1,1,AJP,1,4150,11103,VSE,1101,1390,1101,1100,1,00:00.0,174.6,52.2754
14691,0905-0000003374,BOL,1,1,1,AJP,1,4147,11050,VSE,1101,1390,1101,1100,1,00:00.0,99.9,29.9102
14692,0905-0000003375,BOL,1,1,1,AJP,1,4154,11078,VSE,1101,1390,1101,1100,1,00:00.0,23.4,7.006
14693,0905-0000003376,BOL,1,1,1,AJP,1,4153,11111,VSE,1101,1390,1101,1100,1,00:00.0,199.9,59.8503
14694,0905-0000003377,BOL,1,1,1,AJP,1,4146,NULL,VSE,1101,1390,1101,1100,1,00:00.0,35,10.479
14695,0905-0000003378,BOL,1,1,1,AJP,1,4148,11056,VSE,1101,1390,1101,1100,1,00:00.0,120.99,36.2246
14696,0905-0000003379,BOL,1,1,1,AJP,1,4149,11048,VSE,1101,1390,1101,1100,1,00:00.0,169.99,50.8952
14697,0905-0000003380,BOL,1,1,1,AJP,1,4158,11067,VSE,1101,1390,1101,1100,1,00:00.0,99.9,29.9102
14698,0905-0000003381,BOL,1,1,1,AJP,1,4157,11086,VSE,1101,1390,1101,1100,1,00:00.0,79,23.6527
14699,0905-0000003382,BOL,1,1,1,AJP,1,4160,11068,VSE,1101,1390,1101,1100,1,00:00.0,239.98,71.8503
14700,0905-0000003383,BOL,1,1,1,AJP,1,4144,11037,VSE,1101,1390,1101,1100,1,00:00.0,299.98,89.8144
14701,0905-0000003384,BOL,1,1,1,AJP,1,4159,11019,VSE,1101,1390,1101,1100,1,00:00.0,460,137.7246
14702,0905-0000003385,BOL,1,1,1,AJP,1,4152,11092,VSE,1101,1390,1101,1100,1,00:00.0,192.7,57.6946
14703,0905-0000003386,BOL,1,1,1,AJP,1,4143,11096,VSE,1101,1390,1101,1100,1,00:00.0,829.192,248.2611
14704,0905-0000003387,BOL,1,1,1,AJP,1,4142,11094,VSE,1101,1390,1101,1100,1,00:00.0,262.548,78.6072
14705,0905-0000003388,BOL,1,1,1,AJP,1,4151,11099,VSE,1101,1390,1101,1100,1,00:00.0,197.37,59.0928
14706,0905-0000003389,BOL,1,1,1,AJP,1,4155,11005,VSE,1101,1390,1101,1100,1,00:00.0,1356.6,406.1677
14707,0905-0000003390,BOL,1,1,1,AJP,1,4156,11010,VSE,1101,1390,1101,1100,1,00:00.0,2499,748.2036
14708,0905-0000003391,BOL,1,1,1,AJP,1,4150,11063,VSE,1101,1390,1101,1100,1,00:00.0,329.63,98.6916
14709,0905-0000003392,BOL,1,1,1,AJP,1,4147,11085,VSE,1101,1390,1101,1100,1,00:00.0,62.9,18.8323
14710,0905-0000003393,BOL,1,1,1,AJP,1,4154,20004,VSE,1101,1390,1100,1100,1,00:00.0,67.83,20.3084
14711,0905-0000003394,BOL,1,1,1,AJP,1,4153,200077,VSE,1101,1390,1100,1100,1,00:00.0,985.966,295.1994
14712,0905-0000003395,BOL,1,1,1,AJP,1,4146,20043,VSE,1101,1390,1100,1100,1,00:00.0,221,66.1677
14713,0905-0000003396,BOL,1,1,1,AJP,1,4148,20053,VSE,1101,1390,1100,1100,1,00:00.0,408.34,122.2575
14714,0905-0000003397,BOL,1,1,1,AJP,1,4149,20061,VSE,1101,1390,1100,1100,1,00:00.0,744.532,222.9138
14715,0905-0000003398,BOL,1,1,1,AJP,1,4158,20035,VSE,1101,1390,1100,1100,1,00:00.0,1035.98,310.1737
14716,0905-0000003399,BOL,1,1,1,AJP,1,4157,200108,VSE,1101,1390,1100,1100,1,00:00.0,703.766,210.7084
14717,0905-0000003400,BOL,1,1,1,AJP,1,4160,20073,VSE,1101,1390,1100,1100,1,00:00.0,115.6,34.6108
14718,0905-0000003401,BOL,1,1,1,AJP,1,4144,20020,VSE,1101,1390,1100,1100,1,00:00.0,2059,616.4671
14719,0905-0000003402,BOL,1,1,1,AJP,1,4159,200093,VSE,1101,1390,1100,1100,1,00:00.0,1359.966,407.1754
14720,0905-0000003403,BOL,1,1,1,AJP,1,4152,20040,VSE,1101,1390,1100,1100,1,00:00.0,901,269.7605
14721,0905-0000003404,BOL,1,1,1,AJP,1,4143,20047,VSE,1101,1390,1100,1100,1,00:00.0,5779.966,1730.5287
14722,0905-0000003405,BOL,1,1,1,AJP,1,4142,20026,VSE,1101,1390,1100,1100,1,00:00.0,442,132.3353
14723,0905-0000003406,BOL,1,1,1,AJP,1,4151,200099,VSE,1101,1390,1100,1100,1,00:00.0,16.9,5.0599
14724,0905-0000003407,BOL,1,1,1,AJP,1,4155,20024,VSE,1101,1390,1100,1100,1,00:00.0,40.5,12.1257
14725,0905-0000003408,BOL,1,1,1,AJP,1,4156,200097,VSE,1101,1390,1100,1100,1,00:00.0,11.99,3.5898
14726,0905-0000003409,BOL,1,1,1,AJP,1,4150,20050,VSE,1101,1390,1100,1100,1,00:00.0,75.6,22.6347
14727,0905-0000003410,BOL,1,1,1,AJP,1,4147,20066,VSE,1101,1390,1100,1100,1,00:00.0,142.8,42.7545
14728,0905-0000003411,BOL,1,1,1,AJP,1,4154,20057,VSE,1101,1390,1100,1100,1,00:00.0,28.866,8.6425
14729,0905-0000003412,BOL,1,1,1,AJP,1,4153,20008,VSE,1101,1390,1100,1100,1,00:00.0,104.4,31.2575
14730,0905-0000003413,BOL,1,1,1,AJP,1,4146,200081,VSE,1101,1390,1100,1100,1,00:00.0,285.6,85.509
14731,0905-0000003414,BOL,1,1,1,AJP,1,4148,20013,VSE,1101,1390,1100,1100,1,00:00.0,76.5,22.9042
14732,0905-0000003415,BOL,1,1,1,AJP,1,4149,200086,VSE,1101,1390,1100,1100,1,00:00.0,510,152.6946
14733,0905-0000003416,BOL,1,1,1,AJP,1,4158,20059,VSE,1101,1390,1100,1100,1,00:00.0,581.366,174.0617
14734,0905-0000003417,BOL,1,1,1,AJP,1,4157,20070,VSE,1101,1390,1100,1100,1,00:00.0,5436.6,1627.7246
14735,0905-0000003418,BOL,1,1,1,AJP,1,4160,20029,VSE,1101,1390,1100,1100,1,00:00.0,173.366,51.906
14736,0905-0000003419,BOL,1,1,1,AJP,1,4144,200102,VSE,1101,1390,1100,1100,1,00:00.0,917.966,274.8401
14737,0905-0000003420,BOL,1,1,1,AJP,1,4159,20038,VSE,1101,1390,1100,1100,1,00:00.0,237.966,71.2473
14738,0905-0000003421,BOL,1,1,1,AJP,1,4152,20036,VSE,1101,1390,1100,1100,1,00:00.0,674.9,202.0659
14739,0905-0000003422,BOL,1,1,1,AJP,1,4143,20001,VSE,1101,1390,1100,1100,1,00:00.0,1358.3,406.6766
14740,0905-0000003423,BOL,1,1,1,AJP,1,4142,200074,VSE,1101,1390,1100,1100,1,00:00.0,199.9,59.8503
14741,0905-0000003424,BOL,1,1,1,AJP,1,4151,20017,VSE,1101,1390,1100,1100,1,00:00.0,35,10.479
14742,0905-0000003425,BOL,1,1,1,AJP,1,4155,200090,VSE,1101,1390,1100,1100,1,00:00.0,169.99,50.8952
14743,0905-0000003426,BOL,1,1,1,AJP,1,4156,20007,VSE,1101,1390,1100,1100,1,00:00.0,149.99,44.9072
14744,0905-0000003427,BOL,1,1,1,AJP,1,4150,200080,VSE,1101,1390,1100,1100,1,00:00.0,230,68.8623
14745,0905-0000003428,BOL,1,1,1,AJP,1,4147,20063,VSE,1101,1390,1100,1100,1,00:00.0,879,263.1737
14746,0905-0000003429,BOL,1,1,1,AJP,1,4154,20045,VSE,1101,1390,1100,1100,1,00:00.0,459,137.4251
14747,0905-0000003430,BOL,1,1,1,AJP,1,4153,20056,VSE,1101,1390,1100,1100,1,00:00.0,789.9,236.497
14748,0905-0000003431,BOL,1,1,1,AJP,1,4146,20049,VSE,1101,1390,1100,1100,1,00:00.0,482.46,144.4491
14749,0905-0000003432,BOL,1,1,1,AJP,1,4148,20051,VSE,1101,1390,1100,1100,1,00:00.0,78.6,23.5329
14750,0905-0000003433,BOL,1,1,1,AJP,1,4149,20048,VSE,1101,1390,1100,1100,1,00:00.0,34,10.1796
14751,0905-0000009098,BOL,1,1,1,AJP,1,4184,11020,VSE,1100,1383,1101,1102,1,00:00.0,985.966,295.1994
14752,0905-0000009099,BOL,1,1,1,AJP,1,4183,11057,VSE,1100,1383,1101,1102,1,00:00.0,408.34,122.2575
14753,0905-0000009100,BOL,1,1,1,AJP,1,4196,11083,VSE,1100,1383,1101,1102,1,00:00.0,221,66.1677
14754,0905-0000009101,BOL,1,1,1,AJP,1,4191,11109,VSE,1100,1383,1101,1102,1,00:00.0,744.532,222.9138
14755,0905-0000009102,BOL,1,1,1,AJP,1,4186,11060,VSE,1100,1383,1101,1102,1,00:00.0,703.766,210.7084
14756,0905-0000009103,BOL,1,1,1,AJP,1,4190,11081,VSE,1100,1383,1101,1102,1,00:00.0,115.6,34.6108
14757,0905-0000009104,BOL,1,1,1,AJP,1,4193,11042,VSE,1100,1383,1101,1102,1,00:00.0,2059,616.4671
14758,0905-0000009105,BOL,1,1,1,AJP,1,4185,11046,VSE,1100,1383,1101,1102,1,00:00.0,901,269.7605
14759,0905-0000009106,BOL,1,1,1,AJP,1,4181,11113,VSE,1100,1383,1101,1102,1,00:00.0,1359.966,407.1754
14760,0905-0000009107,BOL,1,1,1,AJP,1,4192,11054,VSE,1100,1383,1101,1102,1,00:00.0,442,132.3353
14761,0905-0000009109,BOL,1,1,1,AJP,1,4187,11031,VSE,1100,1383,1101,1102,1,00:00.0,52.2,15.6287
14762,0905-0000009110,BOL,1,1,1,AJP,1,4188,11047,VSE,1100,1383,1101,1102,1,00:00.0,285.6,85.509
14763,0905-0000009125,BOL,1,1,1,AJP,1,4194,20022,VSE,1100,1383,1100,1102,1,00:00.0,199.9,59.8503
14764,0905-0000009126,BOL,1,1,1,AJP,1,4184,200095,VSE,1100,1383,1100,1102,1,00:00.0,78.6,23.5329
14765,0905-0000009127,BOL,1,1,1,AJP,1,4183,20072,VSE,1100,1383,1100,1102,1,00:00.0,115.6,34.6108
14766,0905-0000009128,BOL,1,1,1,AJP,1,4196,20029,VSE,1100,1383,1100,1102,1,00:00.0,65.3,19.5509
14767,0905-0000009129,BOL,1,1,1,AJP,1,4191,200102,VSE,1100,1383,1100,1102,1,00:00.0,61.5,18.4132
14768,0905-0000009130,BOL,1,1,1,AJP,1,4186,20055,VSE,1100,1383,1100,1102,1,00:00.0,237,70.9581
