IDVenta,CodigoProducto,Cantidad,Venta_MonNacional,Venta_MonExtranjera,Descuento_MonNacional,Descuento_MonExtranjera,Impuesto_MonNacional,Impuesto_MonExtranjera,Costo_MonNacional,Costo_MonExtranjera,Codigo_UnidadMedida,Codigo_UnidadMedida_Venta
17084,2072,2,19.98,5.982,0,0,3.7962,1.1366,3.4965,1.0469,UNI,NULL
17085,2074,1,12.6,3.7725,0,0,2.394,0.7168,4.41,1.3204,UNI,NULL
17086,3020,1,69.99,20.9551,0,0,13.2981,3.9815,12.5982,3.7719,UNI,NULL
17087,4017,1,27.982,8.3778,0,0,5.3166,1.5918,9.6168,2.8793,UNI,NULL
17088,1110,1,744.532,222.9138,0,0,141.4611,42.3536,324.5284,97.1642,UNI,NULL
17089,1119,1,1035.98,310.1737,0,0,196.8362,58.933,451.5654,135.1992,UNI,NULL
17090,1114,1,703.766,210.7084,0,0,133.7155,40.0346,306.7592,91.8441,UNI,NULL
17091,1044,1,575.178,172.209,0,0,109.2838,32.7197,404.985,121.253,UNI,NULL
17092,2118,1,263.5,78.8922,0,0,50.065,14.9895,130.3163,39.0169,UNI,NULL
17093,2119,1,376.856,112.8311,0,0,71.6026,21.4379,186.3775,55.8016,UNI,NULL
17094,2120,1,336.566,100.7683,0,0,63.9475,19.146,166.4517,49.8358,UNI,NULL
17095,2121,1,490.11,146.7395,0,0,93.1209,27.8805,242.3882,72.5713,UNI,NULL
17096,3022,1,309.99,92.8114,0,0,58.8981,17.6342,55.7982,16.706,UNI,NULL
17097,1045,1,1321.41,395.6317,0,0,251.0679,75.17,930.65,278.6377,UNI,NULL
17098,1035,1,435.2,130.2994,0,0,82.688,24.7569,255.36,76.4551,UNI,NULL
17099,1034,1,248.098,74.2808,0,0,47.1386,14.1134,145.5752,43.5854,UNI,NULL
17100,1010,1,339.966,101.7862,0,0,64.5935,19.3394,199.4801,59.7246,UNI,NULL
17101,1005,1,984.3,294.7006,0,0,187.017,55.9931,577.5525,172.9199,UNI,NULL
17102,1055,1,509.966,152.6844,0,0,96.8935,29.01,299.2301,89.5899,UNI,NULL
17103,1049,1,879,263.1737,0,0,167.01,50.003,615.3,184.2216,UNI,NULL
17104,1060,1,680,203.5928,0,0,129.2,38.6826,399,119.4611,UNI,NULL
17105,1040,2,135.184,40.4743,0,0,25.685,7.6901,39.6606,11.8744,UNI,NULL
17106,1037,1,271.558,81.3048,0,0,51.596,15.4479,159.3407,47.7068,UNI,NULL
17107,1099,1,985.966,295.1994,0,0,187.3335,56.0879,429.7652,128.6722,UNI,NULL
17108,1073,1,747.966,223.9419,0,0,142.1135,42.549,313.4858,93.858,UNI,NULL
17109,1113,1,221,66.1677,0,0,41.99,12.5719,96.33,28.8413,UNI,NULL
17110,1112,1,408.34,122.2575,0,0,77.5846,23.2289,177.9882,53.2899,UNI,NULL
17111,1127,1,173.366,51.906,0,0,32.9395,9.8621,75.5672,22.6249,UNI,NULL
17112,1153,1,4251.7,1272.9641,637.755,190.9446,807.823,241.8632,2637.3045,789.6121,UNI,NULL
17113,1155,1,763.3,228.5329,0,0,145.027,43.4213,473.4705,141.7576,UNI,NULL
17114,1156,1,1019.966,305.379,0,0,193.7935,58.022,632.6789,189.4248,UNI,NULL
17115,2010,1,35.6,10.6587,0,0,6.764,2.0251,16.02,4.7964,UNI,NULL
17116,2016,1,68.9,20.6287,0,0,13.091,3.9195,31.005,9.2829,UNI,NULL
17117,2017,1,85.6,25.6287,0,0,16.264,4.8695,38.52,11.5329,UNI,NULL
17118,2030,1,45.6,13.6527,0,0,8.664,2.594,20.52,6.1437,UNI,NULL
17119,2037,1,115.6,34.6108,0,0,21.964,6.576,52.02,15.5749,UNI,NULL
17120,2038,1,15.6,4.6707,0,0,2.964,0.8874,6.552,1.9617,UNI,NULL
17121,2046,1,52.5,15.7186,0,0,9.975,2.9865,22.05,6.6018,UNI,NULL
17122,2060,1,61.5,18.4132,0,0,11.685,3.4985,14.76,4.4192,UNI,NULL
17123,2062,2,34.88,10.4431,0,0,6.6272,1.9842,4.1856,1.2532,UNI,NULL
17124,2090,1,23.4,7.006,0,0,4.446,1.3311,4.446,1.3311,UNI,NULL
17125,2110,1,1094.528,327.703,0,0,207.9603,62.2636,649.885,194.5763,UNI,NULL
17126,2114,1,697.952,208.9677,0,0,132.6109,39.7039,345.1783,103.3468,UNI,NULL
17127,2130,1,93.5,27.994,0,0,17.765,5.3189,46.2413,13.8447,UNI,NULL
17128,2137,1,1600,479.0419,0,0,304,91.018,1056,316.1677,UNI,NULL
17129,2140,1,2059,616.4671,0,0,391.21,117.1287,1358.94,406.8683,UNI,NULL
17130,2141,1,2000,598.8024,0,0,380,113.7725,1320,395.2096,UNI,NULL
17131,2145,1,879,263.1737,0,0,167.01,50.003,580.14,173.6946,UNI,NULL
17132,2151,1,559.99,167.6617,0,0,106.3981,31.8557,369.5934,110.6567,UNI,NULL
17133,2152,1,789.9,236.497,0,0,150.081,44.9344,521.334,156.088,UNI,NULL
17134,3008,1,349,104.491,0,0,66.31,19.8533,73.29,21.9431,UNI,NULL
17135,3010,1,159,47.6048,0,0,30.21,9.0449,33.39,9.997,UNI,NULL
17136,3019,1,74.15,22.2006,0,0,14.0885,4.2181,13.347,3.9961,UNI,NULL
17137,3026,1,79.6,23.8323,0,0,15.124,4.5281,32.636,9.7713,UNI,NULL
17138,3028,1,78.8,23.5928,0,0,14.972,4.4826,32.308,9.6731,UNI,NULL
17139,3039,1,65.8,19.7006,0,0,12.502,3.7431,11.844,3.5461,UNI,NULL
17140,4020,2,143.14,42.8563,0,0,27.1966,8.1427,24.5969,7.3643,UNI,NULL
17141,4022,1,68,20.3593,0,0,12.92,3.8683,23.37,6.997,UNI,NULL
17142,4023,1,64.566,19.3311,0,0,12.2675,3.6729,22.1898,6.6437,UNI,NULL
17143,4024,1,64.566,19.3311,0,0,12.2675,3.6729,22.1898,6.6437,UNI,NULL
17144,4025,1,57.766,17.2952,0,0,10.9755,3.2861,19.8528,5.944,UNI,NULL
17145,4028,1,74.8,22.3952,0,0,14.212,4.2551,25.707,7.6967,UNI,NULL
17146,4029,1,101.966,30.5287,0,0,19.3735,5.8004,35.0433,10.492,UNI,NULL
17147,4031,1,96.9,29.012,0,0,18.411,5.5123,33.3023,9.9707,UNI,NULL
17148,4048,1,76.568,22.9246,0,0,14.5479,4.3557,21.1801,6.3413,UNI,NULL
17149,4060,1,151.266,45.2892,0,0,28.7405,8.6049,41.8428,12.5278,UNI,NULL
17150,4104,1,67.83,20.3084,0,0,12.8877,3.8586,27.8602,8.3414,UNI,NULL
17151,4106,1,44.166,13.2234,0,0,8.3915,2.5124,18.1405,5.4313,UNI,NULL
17152,4108,1,57.766,17.2952,0,0,10.9755,3.2861,23.7265,7.1037,UNI,NULL
17153,4087,1,93.33,27.9431,0,0,17.7327,5.3092,35.987,10.7746,UNI,NULL
17154,1129,1,237.592,71.1353,0,0,45.1425,13.5157,103.5622,31.0066,UNI,NULL
17155,1125,1,237.966,71.2473,0,0,45.2135,13.537,103.7252,31.0554,UNI,NULL
17156,1118,1,365.5,109.4311,0,0,69.445,20.7919,159.315,47.6991,UNI,NULL
17157,1117,1,339.558,101.6641,0,0,64.516,19.3162,148.0073,44.3136,UNI,NULL
17158,1036,1,135.966,40.7084,0,0,25.8335,7.7346,79.7801,23.8863,UNI,NULL
17159,1002,1,256.666,76.8461,0,0,48.7665,14.6007,150.6026,45.0906,UNI,NULL
17160,1013,1,1445,432.6347,0,0,274.55,82.2006,847.875,253.8548,UNI,NULL
17161,1026,1,2582.3,773.1437,0,0,490.637,146.8973,1515.2025,453.6534,UNI,NULL
17162,1021,1,3399.966,1017.9539,509.9949,152.6931,645.9935,193.4112,1994.9801,597.2994,UNI,NULL
17163,1033,1,152.592,45.6862,0,0,28.9925,8.6804,89.5356,26.8071,UNI,NULL
17164,2128,1,131.274,39.3036,0,0,24.9421,7.4677,64.9227,19.4379,UNI,NULL
17165,3056,1,125.6,37.6048,0,0,23.864,7.1449,56.52,16.9222,UNI,NULL
17166,3015,2,95,28.4431,0,0,18.05,5.4042,9.975,2.9865,UNI,NULL
17167,2078,1,26.3,7.8743,0,0,4.997,1.4961,9.205,2.756,UNI,NULL
17168,1031,1,3059.83,916.1168,458.9745,137.4175,581.3677,174.0622,1795.4003,537.545,UNI,NULL
17169,1014,1,1019.966,305.379,0,0,193.7935,58.022,598.4801,179.1857,UNI,NULL
17170,1116,1,326.23,97.6737,0,0,61.9837,18.558,142.1979,42.5742,UNI,NULL
17171,1128,1,166.192,49.7581,0,0,31.5765,9.454,72.4402,21.6887,UNI,NULL
17172,1082,1,1737.06,520.0778,0,0,330.0414,98.8148,728.0325,217.9738,UNI,NULL
17173,1086,1,663,198.503,0,0,125.97,37.7156,277.875,83.1961,UNI,NULL
17174,2031,1,99.99,29.9371,0,0,18.9981,5.6881,44.9955,13.4717,UNI,NULL
17175,2091,1,199.9,59.8503,0,0,37.981,11.3716,37.981,11.3716,UNI,NULL
17176,4034,1,142.8,42.7545,0,0,27.132,8.1234,39.501,11.8266,UNI,NULL
17177,1097,1,1461.83,437.6737,0,0,277.7477,83.158,637.1859,190.7742,UNI,NULL
17178,1085,1,775.472,232.1772,0,0,147.3397,44.1137,325.014,97.3096,UNI,NULL
17179,1007,1,611.796,183.1725,0,0,116.2412,34.8028,358.9803,107.4791,UNI,NULL
17180,1019,1,1407.498,421.4066,0,0,267.4246,80.0672,825.8702,247.2665,UNI,NULL
17181,2099,1,230,68.8623,0,0,43.7,13.0838,43.7,13.0838,UNI,NULL
17182,2159,1,199.99,59.8772,0,0,37.9981,11.3767,131.9934,39.519,UNI,NULL
17183,2034,1,78.6,23.5329,0,0,14.934,4.4713,35.37,10.5898,UNI,NULL
17184,2048,2,79.3,23.7425,0,0,15.067,4.5111,16.653,4.9859,UNI,NULL
17185,2098,1,149.99,44.9072,0,0,28.4981,8.5324,28.4981,8.5324,UNI,NULL
17186,1069,1,2480.3,742.6048,0,0,471.257,141.0949,1039.5375,311.2388,UNI,NULL
17187,1030,1,1903.966,570.0497,0,0,361.7535,108.3094,1117.1801,334.4851,UNI,NULL
17188,1011,1,271.966,81.4269,0,0,51.6735,15.4711,159.5801,47.7785,UNI,NULL
17189,1017,1,1155.966,346.0976,0,0,219.6335,65.7585,678.2801,203.0779,UNI,NULL
17190,1003,1,266.73,79.8593,0,0,50.6787,15.1733,156.5078,46.8586,UNI,NULL
17191,2051,1,71.85,21.512,0,0,13.6515,4.0873,30.177,9.035,UNI,NULL
17192,2092,1,35,10.479,0,0,6.65,1.991,6.65,1.991,UNI,NULL
17193,1001,1,304.3,91.1078,0,0,57.817,17.3105,178.5525,53.4588,UNI,NULL
17194,1053,1,474.3,142.006,0,0,90.117,26.9811,278.3025,83.3241,UNI,NULL
17195,1064,1,408,122.1557,0,0,77.52,23.2096,239.4,71.6766,UNI,NULL
17196,1029,1,4338.366,1298.912,650.7549,194.8368,824.2895,246.7933,2545.6001,762.1557,UNI,NULL
17197,1028,1,2228.7,667.2754,0,0,423.453,126.7823,1307.7225,391.5337,UNI,NULL
17198,3047,1,85.62,25.6347,0,0,16.2678,4.8706,15.4116,4.6143,UNI,NULL
17199,1016,1,1087.966,325.7383,0,0,206.7135,61.8903,638.3801,191.1318,UNI,NULL
17200,2009,1,26.3,7.8743,0,0,4.997,1.4961,11.835,3.5434,UNI,NULL
17201,2015,2,118,35.3293,0,0,22.42,6.7126,26.55,7.9491,UNI,NULL
17202,2094,1,169.99,50.8952,0,0,32.2981,9.6701,32.2981,9.6701,UNI,NULL
17203,2107,1,288.048,86.2419,0,0,54.7291,16.386,170.9525,51.1834,UNI,NULL
17204,2117,1,709.24,212.3473,0,0,134.7556,40.346,350.7609,105.0182,UNI,NULL
17205,1020,1,917.966,274.8401,0,0,174.4135,52.2196,538.6301,161.2665,UNI,NULL
17206,3028,1,78.8,24.2462,0,0,14.972,4.6068,32.308,9.9409,UNI,NULL
17207,3026,1,79.6,24.4923,0,0,15.124,4.6535,32.636,10.0418,UNI,NULL
17208,3019,1,74.15,22.8154,0,0,14.0885,4.3349,13.347,4.1068,UNI,NULL
17209,3039,1,65.8,20.2462,0,0,12.502,3.8468,11.844,3.6443,UNI,NULL
17210,2137,1,1600,492.3077,0,0,304,93.5385,1056,324.9231,UNI,NULL
17211,2145,1,879,270.4615,0,0,167.01,51.3877,580.14,178.5046,UNI,NULL
17212,2143,1,3000,923.0769,0,0,570,175.3846,1980,609.2308,UNI,NULL
17213,2142,1,3450,1061.5385,517.5,159.2308,655.5,201.6923,2277,700.6154,UNI,NULL
17214,2141,1,2000,615.3846,0,0,380,116.9231,1320,406.1538,UNI,NULL
17215,2140,1,2059,633.5385,0,0,391.21,120.3723,1358.94,418.1354,UNI,NULL
17216,2152,1,789.9,243.0462,0,0,150.081,46.1788,521.334,160.4105,UNI,NULL
17217,2151,1,559.99,172.3046,0,0,106.3981,32.7379,369.5934,113.721,UNI,NULL
17218,3008,1,349,107.3846,0,0,66.31,20.4031,73.29,22.5508,UNI,NULL
17219,3010,1,159,48.9231,0,0,30.21,9.2954,33.39,10.2738,UNI,NULL
17220,4025,1,57.766,17.7742,0,0,10.9755,3.3771,19.8528,6.1086,UNI,NULL
17221,4024,1,64.566,19.8665,0,0,12.2675,3.7746,22.1898,6.8276,UNI,NULL
17222,4023,1,64.566,19.8665,0,0,12.2675,3.7746,22.1898,6.8276,UNI,NULL
17223,4022,1,68,20.9231,0,0,12.92,3.9754,23.37,7.1908,UNI,NULL
17224,4020,1,71.57,22.0215,0,0,13.5983,4.1841,24.5969,7.5683,UNI,NULL
17225,3055,1,65.3,20.0923,0,0,12.407,3.8175,29.385,9.0415,UNI,NULL
17226,1156,1,1019.966,313.8357,0,0,193.7935,59.6288,632.6789,194.6704,UNI,NULL
17227,1155,1,763.3,234.8615,0,0,145.027,44.6237,473.4705,145.6832,UNI,NULL
17228,1145,1,5436.6,1672.8,815.49,250.92,1032.954,317.832,3372.291,1037.628,UNI,NULL
17229,1144,1,5779.966,1778.4511,866.9949,266.7677,1098.1935,337.9057,3585.2789,1103.1627,UNI,NULL
17230,2010,1,35.6,10.9538,0,0,6.764,2.0812,16.02,4.9292,UNI,NULL
17231,2017,1,85.6,26.3385,0,0,16.264,5.0043,38.52,11.8523,UNI,NULL
17232,2016,1,68.9,21.2,0,0,13.091,4.028,31.005,9.54,UNI,NULL
17233,2060,1,61.5,18.9231,0,0,11.685,3.5954,14.76,4.5415,UNI,NULL
17234,2030,1,45.6,14.0308,0,0,8.664,2.6658,20.52,6.3138,UNI,NULL
17235,2046,1,52.5,16.1538,0,0,9.975,3.0692,22.05,6.7846,UNI,NULL
17236,2038,1,15.6,4.8,0,0,2.964,0.912,6.552,2.016,UNI,NULL
17237,2037,1,115.6,35.5692,0,0,21.964,6.7582,52.02,16.0062,UNI,NULL
17238,2090,1,23.4,7.2,0,0,4.446,1.368,4.446,1.368,UNI,NULL
17239,2062,1,17.44,5.3662,0,0,3.3136,1.0196,4.1856,1.2879,UNI,NULL
17240,2114,1,697.952,214.7545,0,0,132.6109,40.8034,345.1783,106.2087,UNI,NULL
17241,1033,1,152.592,46.9514,0,0,28.9925,8.9208,89.5356,27.5494,UNI,NULL
17242,2128,1,131.274,40.392,0,0,24.9421,7.6745,64.9227,19.9762,UNI,NULL
17243,2127,1,414.596,127.568,0,0,78.7732,24.2379,205.0421,63.0899,UNI,NULL
17244,3056,1,125.6,38.6462,0,0,23.864,7.3428,56.52,17.3908,UNI,NULL
17245,3015,1,47.5,14.6154,0,0,9.025,2.7769,9.975,3.0692,UNI,NULL
17246,2078,1,26.3,8.0923,0,0,4.997,1.5375,9.205,2.8323,UNI,NULL
17247,2031,1,99.99,30.7662,0,0,18.9981,5.8456,44.9955,13.8448,UNI,NULL
17248,2091,1,199.9,61.5077,0,0,37.981,11.6865,37.981,11.6865,UNI,NULL
17249,1031,1,3059.83,941.4862,458.9745,141.2229,581.3677,178.8824,1795.4003,552.4309,UNI,NULL
17250,1014,1,1019.966,313.8357,0,0,193.7935,59.6288,598.4801,184.1477,UNI,NULL
17251,1116,1,326.23,100.3785,0,0,61.9837,19.0719,142.1979,43.7532,UNI,NULL
17252,1128,1,166.192,51.136,0,0,31.5765,9.7158,72.4402,22.2893,UNI,NULL
17253,1082,1,1737.06,534.48,0,0,330.0414,101.5512,728.0325,224.01,UNI,NULL
17254,1086,1,663,204,0,0,125.97,38.76,277.875,85.5,UNI,NULL
17255,4034,1,142.8,43.9385,0,0,27.132,8.3483,39.501,12.1542,UNI,NULL
17256,2159,1,199.99,61.5354,0,0,37.9981,11.6917,131.9934,40.6134,UNI,NULL
17257,1097,1,1461.83,449.7938,0,0,277.7477,85.4608,637.1859,196.0572,UNI,NULL
17258,1085,1,775.472,238.6068,0,0,147.3397,45.3353,325.014,100.0043,UNI,NULL
17259,1007,1,611.796,188.2449,0,0,116.2412,35.7665,358.9803,110.4555,UNI,NULL
17260,1019,1,1407.498,433.0763,0,0,267.4246,82.2845,825.8702,254.1139,UNI,NULL
17261,2099,1,230,70.7692,0,0,43.7,13.4462,43.7,13.4462,UNI,NULL
17262,2034,1,78.6,24.1846,0,0,14.934,4.5951,35.37,10.8831,UNI,NULL
17263,2048,1,39.65,12.2,0,0,7.5335,2.318,16.653,5.124,UNI,NULL
17264,2098,1,149.99,46.1508,0,0,28.4981,8.7686,28.4981,8.7686,UNI,NULL
17265,2092,1,35,10.7692,0,0,6.65,2.0462,6.65,2.0462,UNI,NULL
17266,2051,1,71.85,22.1077,0,0,13.6515,4.2005,30.177,9.2852,UNI,NULL
17267,1069,1,2480.3,763.1692,0,0,471.257,145.0022,1039.5375,319.8577,UNI,NULL
17268,1030,1,1903.966,585.8357,0,0,361.7535,111.3088,1117.1801,343.7477,UNI,NULL
17269,1011,1,271.966,83.6818,0,0,51.6735,15.8995,159.5801,49.1016,UNI,NULL
17270,1017,1,1155.966,355.6818,0,0,219.6335,67.5795,678.2801,208.7016,UNI,NULL
17271,1003,1,266.73,82.0708,0,0,50.6787,15.5934,156.5078,48.1562,UNI,NULL
17272,1001,1,304.3,93.6308,0,0,57.817,17.7898,178.5525,54.9392,UNI,NULL
17273,3047,1,85.62,26.3446,0,0,16.2678,5.0055,15.4116,4.742,UNI,NULL
17274,1053,1,474.3,145.9385,0,0,90.117,27.7283,278.3025,85.6315,UNI,NULL
17275,1064,1,408,125.5385,0,0,77.52,23.8523,239.4,73.6615,UNI,NULL
17276,1029,1,4338.366,1334.8818,650.7549,200.2323,824.2895,253.6275,2545.6001,783.2616,UNI,NULL
17277,1028,1,2228.7,685.7538,0,0,423.453,130.2932,1307.7225,402.3762,UNI,NULL
17278,1027,1,3739.456,1150.6018,560.9184,172.5903,710.4966,218.6143,2194.1808,675.1326,UNI,NULL
17279,2015,1,59,18.1538,0,0,11.21,3.4492,26.55,8.1692,UNI,NULL
17280,2009,1,26.3,8.0923,0,0,4.997,1.5375,11.835,3.6415,UNI,NULL
17281,2094,1,169.99,52.3046,0,0,32.2981,9.9379,32.2981,9.9379,UNI,NULL
17282,2117,1,709.24,218.2277,0,0,134.7556,41.4633,350.7609,107.9264,UNI,NULL
17283,2107,1,288.048,88.6302,0,0,54.7291,16.8397,170.9525,52.6008,UNI,NULL
17284,1016,1,1087.966,334.7588,0,0,206.7135,63.6042,638.3801,196.4246,UNI,NULL
17285,1020,1,917.966,282.4511,0,0,174.4135,53.6657,538.6301,165.7323,UNI,NULL
17286,1008,1,257.89,79.3508,0,0,48.9991,15.0766,151.3208,46.5602,UNI,NULL
17287,1130,1,339.796,104.5526,0,0,64.5612,19.865,148.1111,45.5726,UNI,NULL
17288,3018,1,66.5,20.4615,0,0,12.635,3.8877,11.97,3.6831,UNI,NULL
17289,3034,1,46.3,14.2462,0,0,8.797,2.7068,8.334,2.5643,UNI,NULL
17290,1042,1,452.404,139.2012,0,0,85.9568,26.4482,318.535,98.0108,UNI,NULL
17291,1038,1,197.166,60.6665,0,0,37.4615,11.5266,115.6901,35.597,UNI,NULL
17292,1054,1,476,146.4615,0,0,90.44,27.8277,279.3,85.9385,UNI,NULL
17293,1057,1,401.166,123.4357,0,0,76.2215,23.4528,235.3901,72.4277,UNI,NULL
17294,1064,1,408,125.5385,0,0,77.52,23.8523,239.4,73.6615,UNI,NULL
17295,1077,1,424.966,130.7588,0,0,80.7435,24.8442,178.1108,54.8033,UNI,NULL
17296,1079,1,476,146.4615,0,0,90.44,27.8277,199.5,61.3846,UNI,NULL
17297,1083,1,1037.68,319.2862,0,0,197.1592,60.6644,434.91,133.8185,UNI,NULL
17298,1093,1,198.56,61.0954,0,0,37.7264,11.6081,83.22,25.6062,UNI,NULL
17299,1111,1,391.68,120.5169,0,0,74.4192,22.8982,170.7264,52.5312,UNI,NULL
17300,1132,1,3056.6,940.4923,458.49,141.0738,580.754,178.6935,1895.991,583.3818,UNI,NULL
17301,2003,1,65.9,20.2769,0,0,12.521,3.8526,29.655,9.1246,UNI,NULL
17302,2005,2,37.2,11.4462,0,0,7.068,2.1748,8.37,2.5754,UNI,NULL
17303,2009,1,26.3,8.0923,0,0,4.997,1.5375,11.835,3.6415,UNI,NULL
17304,2019,1,19.99,6.1508,0,0,3.7981,1.1686,8.9955,2.7678,UNI,NULL
17305,2036,1,16.9,5.2,0,0,3.211,0.988,7.605,2.34,UNI,NULL
17306,2045,2,93.3,28.7077,0,0,17.727,5.4545,19.593,6.0286,UNI,NULL
17307,2053,1,39.99,12.3046,0,0,7.5981,2.3379,16.7958,5.1679,UNI,NULL
17308,2056,1,39.6,12.1846,0,0,7.524,2.3151,9.504,2.9243,UNI,NULL
17309,2057,1,41.2,12.6769,0,0,7.828,2.4086,9.888,3.0425,UNI,NULL
17310,2078,2,52.6,16.1846,0,0,9.994,3.0751,9.205,2.8323,UNI,NULL
17311,2095,1,99.9,30.7385,0,0,18.981,5.8403,18.981,5.8403,UNI,NULL
17312,2100,1,45.6,14.0308,0,0,8.664,2.6658,8.664,2.6658,UNI,NULL
17313,2101,1,55.2,16.9846,0,0,10.488,3.2271,10.488,3.2271,UNI,NULL
17314,2104,1,56.3,17.3231,0,0,10.697,3.2914,10.697,3.2914,UNI,NULL
17315,2111,1,1760.01,541.5415,0,0,334.4019,102.8929,89.3201,27.4831,UNI,NULL
17316,2112,1,901.952,277.5237,0,0,171.3709,52.7295,535.2775,164.7008,UNI,NULL
17317,2113,1,801.856,246.7249,0,0,152.3526,46.8777,475.8645,146.4198,UNI,NULL
17318,2127,1,414.596,127.568,0,0,78.7732,24.2379,205.0421,63.0899,UNI,NULL
17319,2128,1,131.274,40.392,0,0,24.9421,7.6745,64.9227,19.9762,UNI,NULL
17320,2129,1,197.37,60.7292,0,0,37.5003,11.5386,97.6111,30.0342,UNI,NULL
17321,2151,1,559.99,172.3046,0,0,106.3981,32.7379,369.5934,113.721,UNI,NULL
17322,2153,1,883.966,271.9895,0,0,167.9535,51.678,489.0412,150.4742,UNI,NULL
17323,2157,1,625.26,192.3877,0,0,118.7994,36.5537,345.9159,106.4357,UNI,NULL
17324,3006,1,35,10.7692,0,0,6.65,2.0462,7.35,2.2615,UNI,NULL
17325,3009,1,10.9,3.3538,0,0,2.071,0.6372,2.289,0.7043,UNI,NULL
17326,3012,1,78.6,24.1846,0,0,14.934,4.5951,16.506,5.0788,UNI,NULL
17327,3015,1,47.5,14.6154,0,0,9.025,2.7769,9.975,3.0692,UNI,NULL
17328,3017,2,123,37.8462,0,0,23.37,7.1908,11.07,3.4062,UNI,NULL
17329,3018,1,66.5,20.4615,0,0,12.635,3.8877,11.97,3.6831,UNI,NULL
17330,3037,1,38.5,11.8462,0,0,7.315,2.2508,6.93,2.1323,UNI,NULL
17331,3043,1,56.2,17.2923,0,0,10.678,3.2855,10.116,3.1126,UNI,NULL
17332,3048,1,65.2,20.0615,0,0,12.388,3.8117,29.34,9.0277,UNI,NULL
17333,3050,1,85.4,26.2769,0,0,16.226,4.9926,38.43,11.8246,UNI,NULL
17334,4010,1,30.43,9.3631,0,0,5.7817,1.779,10.4581,3.2179,UNI,NULL
17335,4012,1,84.966,26.1434,0,0,16.1435,4.9672,29.2008,8.9849,UNI,NULL
17336,4015,1,87.04,26.7815,0,0,16.5376,5.0885,29.9136,9.2042,UNI,NULL
17337,4034,1,142.8,43.9385,0,0,27.132,8.3483,39.501,12.1542,UNI,NULL
17338,4038,1,98.43,30.2862,0,0,18.7017,5.7544,27.2275,8.3777,UNI,NULL
17339,4039,1,102.85,31.6462,0,0,19.5415,6.0128,28.4501,8.7539,UNI,NULL
17340,1096,1,2117.69,651.5969,0,0,402.3611,123.8034,923.0637,284.0196,UNI,NULL
17341,1075,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
17342,1074,1,679.966,209.2203,0,0,129.1935,39.7518,284.9858,87.6879,UNI,NULL
17343,1073,1,747.966,230.1434,0,0,142.1135,43.7272,313.4858,96.4572,UNI,NULL
17344,1072,1,510,156.9231,0,0,96.9,29.8154,213.75,65.7692,UNI,NULL
17345,1071,1,642.26,197.6185,0,0,122.0294,37.5475,269.1825,82.8254,UNI,NULL
17346,1065,1,901,277.2308,0,0,171.19,52.6738,377.625,116.1923,UNI,NULL
17347,1041,1,234.6,72.1846,0,0,44.574,13.7151,137.655,42.3554,UNI,NULL
17348,1033,1,152.592,46.9514,0,0,28.9925,8.9208,89.5356,27.5494,UNI,NULL
17349,1026,1,2582.3,794.5538,0,0,490.637,150.9652,1515.2025,466.2162,UNI,NULL
17350,1004,1,229.5,70.6154,0,0,43.605,13.4169,134.6625,41.4346,UNI,NULL
17351,1010,1,339.966,104.6049,0,0,64.5935,19.8749,199.4801,61.3785,UNI,NULL
17352,1013,1,1445,444.6154,0,0,274.55,84.4769,847.875,260.8846,UNI,NULL
17353,1021,1,3399.966,1046.1434,509.9949,156.9215,645.9935,198.7672,1994.9801,613.84,UNI,NULL
17354,1020,1,917.966,282.4511,0,0,174.4135,53.6657,538.6301,165.7323,UNI,NULL
17355,1018,1,237.966,73.2203,0,0,45.2135,13.9118,139.6301,42.9631,UNI,NULL
17356,1110,1,744.532,229.0868,0,0,141.4611,43.5265,324.5284,99.8549,UNI,NULL
17357,1111,1,391.68,120.5169,0,0,74.4192,22.8982,170.7264,52.5312,UNI,NULL
17358,1114,1,703.766,216.5434,0,0,133.7155,41.1432,306.7592,94.3874,UNI,NULL
17359,1117,1,339.558,104.4794,0,0,64.516,19.8511,148.0073,45.5407,UNI,NULL
17360,1118,1,365.5,112.4615,0,0,69.445,21.3677,159.315,49.02,UNI,NULL
17361,1119,1,1035.98,318.7631,0,0,196.8362,60.565,451.5654,138.9432,UNI,NULL
17362,1122,1,416.5,128.1538,0,0,79.135,24.3492,181.545,55.86,UNI,NULL
17363,1125,1,237.966,73.2203,0,0,45.2135,13.9118,103.7252,31.9154,UNI,NULL
17364,1129,1,237.592,73.1052,0,0,45.1425,13.89,103.5622,31.8653,UNI,NULL
17365,1154,1,674.9,207.6615,0,0,128.231,39.4557,418.6365,128.8112,UNI,NULL
17366,1158,1,1358.3,417.9385,0,0,258.077,79.4083,842.5455,259.2448,UNI,NULL
17367,2001,1,25.5,7.8462,0,0,4.845,1.4908,11.475,3.5308,UNI,NULL
17368,2004,1,56.2,17.2923,0,0,10.678,3.2855,25.29,7.7815,UNI,NULL
17369,2007,2,65.2,20.0615,0,0,12.388,3.8117,14.67,4.5138,UNI,NULL
17370,2008,1,25.6,7.8769,0,0,4.864,1.4966,11.52,3.5446,UNI,NULL
17371,2015,1,59,18.1538,0,0,11.21,3.4492,26.55,8.1692,UNI,NULL
17372,2024,1,69.99,21.5354,0,0,13.2981,4.0917,31.4955,9.6909,UNI,NULL
